Phản hồi,Lecturer_Sentiment,Training_Sentiment,Facility_Sentiment,Others_Sentiment
"ngoài việc giảng dạy , do môn này là môn nhập môn máy học , nếu thầy có thể giới thiệu về các tài liệu về các loại máy học , áp dụng , hơn đơn thuần cưỡi ngựa xem hoa .",Tiêu cực 😠,,,
"thầy có slide , nhưng làm mất thời gian vì quá trình viết bảng .",Tiêu cực 😠,,,
thầy giảng còn hơi khó hiểu .,Tiêu cực 😠,,,
"cô bớt xinh lại giúp em một tí , làm em hơi mất tập trung mỗi lần nhìn cô giảng .",Tích cực 😄,,,
"cô vui tính , dễ gần , nhiệt tình .",Tích cực 😄,,,
bài tập quá nhiều .,,Tiêu cực 😠,,
"thầy dạy tốt , có tâm huyết với an toàn thông tin .",Tích cực 😄,,,
"chưa tạo động lực học cho học sinh , chưa hướng dẫn rõ ràng cho sinh viên làm đồ án .",Tiêu cực 😠,,,
cô dạy rất có tâm và quan tâm đến sinh viên .,Tích cực 😄,,,
đó là nội dung chương trình học rất tốt .,,Tích cực 😄,,
nên đi sâu vào vấn đề .,Tiêu cực 😠,,,
"cô nhiệt tình với học sinh , bài giảng dễ hiểu .",Tích cực 😄,,,
"cần nâng cấp các phòng học thực hành , phòng máy quá tệ để thực hành , các phiên bản phần mềm cũ .",,,Tiêu cực 😠,
những nội dung mà cô muốn truyền đạt đều rất có ích cho quá trình làm việc sau này của sinh viên !,Tích cực 😄,,,
thầy tận tâm nhiệt huyết .,Tích cực 😄,,,
"giảng viên không sử dụng course gây khó khăn cho sinh viên , hay chém gió , giọng giảng không rõ ràng .",Tiêu cực 😠,,,
trong lúc giảng thầy thường xuyên viết & vẽ lên bảng .,Tiêu cực 😠,,,
đi dạy đầy đủ .,Tích cực 😄,,,
thầy lo giảng quên cả giờ giấc .,Tích cực 😄,,,
cô rất nhiệt tình trong việc giảng dạy .,Tích cực 😄,,,
giảng viên khá vui tính .,Tích cực 😄,,,
"giảng viên tận tâm , nhiệt tình , quan tâm sinh viên .",Tích cực 😄,,,
"nói chuyện rất nhỏ , cách truyền đạt chưa đến với sinh viên .",Tiêu cực 😠,,,
"thầy dạy khá hay nhưng cho bài tập đột xuất , đôi khi thầy nói các vấn đề hơi nhanh .",Tiêu cực 😠,,,
"thầy là người rất hài hước , nhiệt huyết và cách truyền đạt rất hay .",Tích cực 😄,,,
cảm ơn thầy rất nhiều .,Tích cực 😄,,,
"đề thi sử dụng google dịch , nửa tiếng anh nửa tiếng việt .",,Tiêu cực 😠,,
"thuyết trình nhiều như thế chưa có hiệu quả lắm , hi vọng cô sẽ cải thiện hình thức dạy và học .",,Tiêu cực 😠,,
"năm ngoái học đã có bao nhiêu bạn bị rớt và suýt bị rớt vì môn này , nhưng năm nay cô không rút kinh nghiệm cách dạy thậm chí còn khó hơn năm ngoái .",,,,
"tận tâm nhiệt tình , lắng nghe sinh viên .",Tích cực 😄,,,
"cách dạy về môn học chưa được hợp lý , nên dạy cơ bản trước khi dạy nâng cao .",Tiêu cực 😠,,,
em nghĩ cần tăng thêm thời gian học thực hành .,,Tiêu cực 😠,,
tuyệt vời .,,Tích cực 😄,,
em nghĩ giảng viên nên cho bài và sửa bài tập nhiều hơn .,Tiêu cực 😠,,,
"giảng viên vui tính , tận tâm , nhiệt tình !",Tích cực 😄,,,
phòng máy cũ cần nâng cấp .,,,Tiêu cực 😠,
"thầy nên có đề mẫu , bài mẫu .",Tiêu cực 😠,,,
cô không tập trung trong giờ giảng .,Tiêu cực 😠,,,
"thầy rất nhiệt tình , giúp đỡ sinh viên rất nhiều trong quá trình hoàn thành đồ án .",Tích cực 😄,,,
"và chuột máy tính trong phòng lab cũng hư khá nhiều , đề nghị nhà trường thay thế để có nhiều máy tính phục vụ học tập cho sinh viên .",,,Tiêu cực 😠,
"giáo viên giảng dạy tận tâm , dễ hiểu , truyền đạt và liên hệ thực tiễn .",Tích cực 😄,,,
giảng viên tận tụy có tâm huyết đối với sinh viên .,Tích cực 😄,,,
"giảng viên dạy rất nhiệt tình , tuy nhiên việc dạy quá giờ lên lớp sẽ khiến nhiều sinh viên gặp khó khăn trong việc học , giảng viên dạy vượt qua tiết 4 và 5 khiến nhiều sinh viên phải sang học tiết khác và bỏ qua rất nhiều bài giảng dẫn đến việc học không hiệu quả .",Tiêu cực 😠,,,
em có suy nghĩ là thầy không tin các bài tập do chính các bạn nữ làm .,Tiêu cực 😠,,,
tạo thêm nhiều ví dụ ngoài thực tiễn .,Tích cực 😄,,,
"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay , chỉ dẫn hiệu quả .",Tích cực 😄,,,
không hài lòng điểm gì cả !,,,,Tiêu cực 😠
"cần có các bài lab thực hành , để sinh viên thành thạo cũng như các thao tác ứng dụng .",,Tiêu cực 😠,,
cách dạy của thầy wzjwz170 vô cùng chán đối với môn học kỹ năng như thế này .,Tiêu cực 😠,,,
"thầy luôn hướng dẫn sinh viên giải bài tập bằng nhiều cách , suy luận logic .",Tích cực 😄,,,
sự nhiệt tình thầy dạy dễ hiểu vui vẻ .,Tích cực 😄,,,
cần tạo điều kiện cho sinh viên tăng vốn ngoại ngữ giao tiếp .,,Tiêu cực 😠,,
"thầy dạy dễ hiểu , dễ tiếp thu .",Tích cực 😄,,,
thầy hay đến lớp muộn sao với sinh viên .,Tiêu cực 😠,,,
giảng dạy nhiệt tình hơn .,Tích cực 😄,,,
thầy sáng tạo .,Tích cực 😄,,,
cô rất vui tính giảng bài rất hay .,Tích cực 😄,,,
cho nhiều bài nghe hay .,Tích cực 😄,,,
nhiệt tình và tận tâm với sinh viên .,Tích cực 😄,,,
giảng viên giảng bài rất dễ hiểu .,Tích cực 😄,,,
tìa liệu hướng dẫn thực hành nên cụ thể hơn đối với những lab khó .,,Tiêu cực 😠,,
có liên hệ những ví dụ thực tế để giảng dạy .,Tích cực 😄,Tích cực 😄,,
"giảng bài hơi nhanh , tài liệu không rõ ràng , không dùng moodle .",Tiêu cực 😠,,,
phương pháp dạy không hợp lý .,Tiêu cực 😠,,,
"cô dạy hay , rất nhiệt tình , luôn giúp đỡ , giải đáp các thắc mắc của sinh viên .",Tích cực 😄,,,
"tận tâm , nhiệt tình , cách giảng dạy hiệu quả .",Tích cực 😄,,,
không muốn hỏi bài thầy vì thầy giải đáp không hiểu .,Tiêu cực 😠,,,
gây lãng phí .,,,,
nên nhiều khi em thấy không thể hiểu .,,,,Tiêu cực 😠
nên có giáo trình rõ ràng và cơ bản hơn .,,Tiêu cực 😠,,
nâng cấp trang thiết bị của phòng thực hành .,,,Tiêu cực 😠,
"thầy còn nhiều lúc giảng chưa kỹ lướt qua quá nhanh chưa kịp đọc bài , chỉ dẫn chưa rõ ràng .",Tiêu cực 😠,,,
"có vài chỗ cô giảng còn khó hiểu , những chỗ code khó , dài và rối em mong cô giảng kỹ và nhiều hơn .",Tiêu cực 😠,,,
thầy dạy rất nhiệt tình và vui vẻ .,Tích cực 😄,,,
giảng viên tận tình với sinh viên .,Tích cực 😄,,,
"nên phân công giảng viên ít công việc ngoài , phân bố thời gian nghỉ lễ hợp lý .",Tiêu cực 😠,,,
"dù có tìm hiểu nhưng em không thể hiểu hết và nắm bắt hoàn toàn nội dung bài lab , nhưng khi hỏi giảng viên thì em cũng không thu được thông tin gì thêm cả .",Tiêu cực 😠,,,
cần phải có phương pháp giảng dạy linh hoạt và sáng tạo hơn .,Tiêu cực 😠,,,
"điểm danh quá nhiều colonsurprise , silde bài giảng cần phải đầu tư nhiều hơn .",Tiêu cực 😠,Tiêu cực 😠,,
giảng dạy rõ ràng .,Tích cực 😄,,,
"thầy dạy giỏi , vui tính .",Tích cực 😄,,,
có liên hệ thực tế qua bài giảng giúp sinh viên nhanh tiếp thu kiến thức .,Tích cực 😄,,,
"thầy dạy hay , vui vẻ .",Tích cực 😄,,,
kiến thức dạy cần được lên kế hoạch kỹ càng chương trình giảng dạy .,,Tiêu cực 😠,,
giảng viên ít có giải thích các phần bài tập mà chỉ chiếu kết quả trên phần mềm outcomes và lướt lướt cho nhanh để hết tiết .,Tiêu cực 😠,,,
bám sát nội dung môn học .,,Tích cực 😄,,
thầy có cho bài tập về nhà nhưng chưa hướng dẫn và giải chi tiết vào hôm sau .,Tiêu cực 😠,,,
"giảng viên nhiệt tình giúp đỡ , tận tâm với công việc .",Tích cực 😄,,,
giảng dạy tốt !,Tích cực 😄,,,
thầy dậy quá nhanh và không sâu nên không nắm chắc được kiến thức .,Tiêu cực 😠,,,
"vui hiền , dạy hay sinh động , perfect .",Tích cực 😄,,,
"tận tâm , nhiệt tình trong giảng dạy .",Tích cực 😄,,,
"chém gió , nói chuyện quá nhiều , hướng dẫn giải bài tập một cách quá sơ sài .",Tiêu cực 😠,,,
"thầy dạy rất tốt , cung cấp kiến thức sâu , đủ với khả năng sinh viên .",Tích cực 😄,,,
"chưa đề cập đến nhiều nội dung như đồ họa , tệp , liên kết .",,Tiêu cực 😠,,
"giảng viên nhiệt tình giải đáp câu hỏi , thắc mắc .",Tích cực 😄,,,
không có ý kiến với giáo viên .,Tiêu cực 😠,,,
"giảng viên giảng lý thuyết kỹ trước khi cho làm thực hành , đánh giá điểm hợp lý .",Tích cực 😄,,,
bài giảng chi tiết .,,,,
không nên sử dụng slide bằng tiếng anh tí nào .,Tiêu cực 😠,Tiêu cực 😠,,
cô cho rất nhiều ví dụ nên rất dễ hiểu được bài .,Tích cực 😄,,,
thầy vui tính giảng dạy dễ hiểu ân cần .,Tích cực 😄,,,
tăng tính thực tế trong các đồ án hơn một chút là tuyệt vời .,,Tiêu cực 😠,,
"dạy khá nhanh , nên chậm lại tí là ok .",Tiêu cực 😠,,,
chất lượng đào tạo tốt .,,Tích cực 😄,,
quá trình thầy giảng dạy thì hầu hết bọn em chỉ lên nghe thầy nói kiểu nước đổ đầu vịt .,Tiêu cực 😠,,,
"kiến thức bao quát quá rộng lớn , khó tiếp cận cho người tự học .",,,,
"thầy dạy vui tính , dễ hiểu , dễ thương !",Tích cực 😄,,,
làm kiểm tra thường xuyên .,,,,
khả năng diễn đạt bằng tiếng anh thực sự không tốt lắm .,,,,
quá chú trọng vào phần listening .,,Tiêu cực 😠,,
"môn học đề cao tính ứng dụng , vì vậy nên trang bị nhiều cơ sở vật chất và tài liệu nghiên cứu làm ý tưởng cho sinh viên làm đồ án môn học .",,,Tiêu cực 😠,
áp dụng thực tiễn .,,Tích cực 😄,,
"áp dụng được các hình ảnh , video clip vào trong quá trình giảng dạy .",,Tiêu cực 😠,,
"kết quả thực hành , đánh giá chưa quy chuẩn , còn qua loa .",,,,
"giảng viên thường giảng dạy quá thời gian của tiết học , nói nhiều và cách nói không thu hút sinh viên .",Tiêu cực 😠,,,
giảng viên chưa cung cấp kiến thức đầy đủ cho sinh viên .,Tiêu cực 😠,,,
"giảng viên rất nhiệt tình , tâm lý , dễ thương , luôn luôn tạo nhiều cơ hội ghi điểm cho sinh viên và tạo mọi điều kiện để sinh viên trao đổi , thảo luận về bài giảng trên lớp cũng như kiến thức liên quan đến môn học .",Tích cực 😄,,,
"các máy tính tại phòng thực hành lab khoa wzjwz42 đa phần đều hư hỏng không có chuột , chuột không dùng được , máy bị virus rất nặng .",,,Tiêu cực 😠,
không thật sự công bằng và đúng theo yêu cầu .,,,,
"giảng viên nhiệt tình , cho bài tập đầy đủ , sử dụng giờ lên lớp hiệu quả và đúng giờ .",Tích cực 😄,,,
môn này hay .,,Tích cực 😄,,
"cô rất vui vẻ , tâm huyết nhiệt tình .",Tích cực 😄,,,
"thầy giảng bài vô cùng thu hút , dễ hiểu , không bị nhàm chán .",Tích cực 😄,,,
giảng viên có thể giải nhiều bài tập và giảng kỹ ở mỗi dạng để sinh viên nắm được bài .,Tích cực 😄,,,
"không tổ chức thi cuối kỳ môn học , vì lý do làm đồ án đã mất rất nhiều thời gian .",,Tiêu cực 😠,,
giờ thực hành quá ít .,,Tiêu cực 😠,,
"nói lúc to lúc nhỏ , nghe mệt tai .",Tiêu cực 😠,,,
"vui , nhiệt tình .",Tích cực 😄,,,
"thầy dạy tận tình , vui tính , dễ trao đổi , kiến thức được thầy truyền đạt rất kỹ càng .",Tích cực 😄,,,
"vui tính , tận tâm !",Tích cực 😄,,,
không có tài liệu học tập .,,Tiêu cực 😠,,
"giảng nhiệt tình , rèn luyện sinh viên kỹ năng làm việc nhóm , chủ động trong học tập .",Tích cực 😄,,,
"thực hành hay , tuy nhiên cần tìm hiểu thời gian nhiều sinh viên rảnh nhất không thì sẽ có bạn mất bài của môn .",,Tiêu cực 😠,,
kết hợp thực tế trong giảng dạy .,,,,
"nội dung môn học không hay , khá nhàm chán , không xác định được mục tiêu của môn học .",,Tiêu cực 😠,,
"cô wzjwz20 rất nhiệt tình và tận tâm , nhưng cách cô giảng bài làm nhiều sinh viên khó tiếp thu , tất cả đều có trong slide , cô chủ yếu chỉ nói trong slide , rất khó hiểu .",Tích cực 😄,,,
cho điểm khó .,Tiêu cực 😠,,,
thời gian học không đúng theo lịch .,,Tiêu cực 😠,,
"cung cấp đầy đủ hơn về tài liệu và những gì sinh viên cần biết , nên có kênh thông tin để sinh viên giao tiếp với giảng viên .",Tiêu cực 😠,,,
"giải đáp thắc mắc , cập nhật kiến thức thực tế .",Tích cực 😄,,,
nếu như 5 tiết đó để cho sinh viên làm các dạng bài tập khác nhau do thầy chiếu trên slide thì hay hơn là dùng 5 tiết để ghi tràn lan lý thuyết và số lượng lớn bài tập trùng dạng trên bảng .,Tiêu cực 😠,,,
nhà trường cần có giáo trình dùng chung cho tất cả các lớp và có một chương trình dạy cụ thể vì mỗi lớp có một kế hoạch học tập riêng mà lại thi chung nên rất khó cho sinh viên .,,Tiêu cực 😠,,
"thầy nhiệt tình , luôn cập nhật những công nghệ mới cho sinh viên , giúp sinh viên hứng thú hơn trong việc học .",Tích cực 😄,,,
bên cạnh đó lại đòi hỏi chuẩn quá cao trong khi việc truyền đạt thì vô cùng không hiệu quả .,Tiêu cực 😠,,,
em không có ý kiến .,,,,Trung lập 😐
giáo viên giải đáp thắc mắc nhiệt tình .,Tích cực 😄,,,
cô dạy hay và rất nhiệt tình .,Tích cực 😄,,,
"cô wzjwz266 nghiêm túc với công việc giảng dạy , dạy tiết nào đáng tiết đó , cung cấp kiến thức đầy đủ cho sinh viên .",Tích cực 😄,,,
"vui tính , luôn giúp đỡ sinh viên khi sinh viên gặp khó khăn .",Tích cực 😄,,,
"giáo trình , bài giảng và tài liệu phục vụ môn học được cung cấp đầy đủ và cập nhật trên hệ thống moodle .",,,,
thầy rất rất chi là nhiệt tình .,Tích cực 😄,,,
đề nghị sắp xếp thời gian thực hành nhiều hơn .,,Tiêu cực 😠,,
giảng viên tận tình chỉ dạy .,Tích cực 😄,,,
áp dụng một vài phương pháp học trao đổi mới trên internet thay vì dựa vào lý thuyết trên sách vở nhiều .,,Tiêu cực 😠,,
cô hiền coloncontemn .,Tích cực 😄,,,
"giảng viên trẻ , nhiệt huyết , vui tính , năng động và dễ thương !",Tích cực 😄,,,
thường xuyên trễ 15 - 30 phút .,Tiêu cực 😠,,,
"thầy giảng dạy nhiệt tình , truyền đạt kiến thức tốt .",Tích cực 😄,,,
mong nhà trường sớm thay máy mới !,,,Tiêu cực 😠,
không nên nhiệt tình quá nên xúc tích vào những nội dung cần thiết .,Tiêu cực 😠,,,
"giảng viên năng động , hoạt bát , tạo hứng thú cho sinh viên trong lớp .",Tích cực 😄,,,
thiếu sót là chưa có đề cương môn học khiến cho việc tìm tài liệu trên mạng rất tràn lan và không biết tìm như thế nào cho hiệu quả !,,Tiêu cực 😠,,
"cách dạy của cô hết sức tuyệt vời , tạo cảm hứng học tập cho sinh viên .",Tích cực 😄,,,
giọng đọc tiếng anh khó nghe .,Tiêu cực 😠,,,
"thầy dạy nhiệt tình , thầy dạy tốt , tận tâm , gần gũi với sinh viên .",Tích cực 😄,,,
"hệ thống âm thanh sử dụng cho phần "" listening "" chưa thực sự tốt .",,,,
giảng bài thú vị và sinh động .,Tích cực 😄,,,
xảy ra tai nạn đáng tiếc .,,,,
khả năng truyền đạt chưa tốt lắm .,Tiêu cực 😠,,,
thầy rất tốt và rất tận tâm .,Tích cực 😄,,,
do là hình thức thực hành 2 .,,Tiêu cực 😠,,
em thích nhất là phần dạy lý thuyết của thầy .,Tích cực 😄,,,
"khi đưa ra ví dụ , cô có thể gợi ý hướng giải để chúng em dễ hiểu bài hơn .",Tích cực 😄,,,
cho học sinh nói nhiều hơn .,Tiêu cực 😠,,,
"giảng viên giảng dạy rất nhiệt tình , dễ tiếp thu kiến thức .",Tích cực 😄,,,
"cô dạy rất dễ tiếp thu , tận tình , giải thích rất rõ ràng .",Tích cực 😄,,,
kiến thức truyền đạt khá ít .,Tiêu cực 😠,,,
thầy dạy vui he he .,Tích cực 😄,,,
"cô rất tận tâm , nhiệt tình trong công tác giảng dạy , cô giảng bài rất chi tiết , có các ví dụ cụ thể để minh họa cho từng phần mà cô giảng .",Tích cực 😄,,,
"thầy dạy tận tình , dễ hiểu , luôn quan tâm giúp đỡ sinh viên .",Tích cực 😄,,,
"không có gì không hài lòng , có góp ý xíu là sau này thầy có thể cho tự chọn mcu luôn , lần này thầy chọn sẵn nên đôi khi mất đi một xíu sự thú vị , cho sinh viên chọn luôn mới hay ho , sinh viên sẽ phải tìm hiểu nhiều hơn nữa , xem con chip nào phù hợp nhất .",Tiêu cực 😠,,,
"giúp giảng viên chủ động truyền đạt các kiến thức đã học một cách cụ thể cho sinh viên bởi thực tế hiện nay sinh viên thường làm các đồ án trong đó không thể hiện được rõ các kiến thức đã học trên lớp , nó thiên về sử dụng kỹ thuật nhiều hơn .",Tiêu cực 😠,,,
"thầy dạy ổn , đúng với lý thuyết .",Tích cực 😄,,,
"giảng viên tận tâm , nhiệt tình , dễ thương .",Tích cực 😄,,,
tận tình luôn muốn sinh viên hiểu bài .,Tích cực 😄,,,
"các slide bài tập hàng tuần rất đầy đủ , kể cả về nội dung thực hành .",,Tích cực 😄,,
"chi tiết , dễ hiểu .",Tích cực 😄,,,
áp lực nặng .,,,,
"cảm ơn thầy , thầy rất nhiệt tình !",Tích cực 😄,,,
giảng viên dạy hơi quá thời gian .,Tiêu cực 😠,,,
thầy rất nhiệt tình hướng dẫn sinn viên đặc biệt là sửa lỗi sai hay giải bài tập trên lớp .,Tích cực 😄,,,
thầy hay đi trễ .,Tiêu cực 😠,,,
đánh giá đúng năng lực của sinh viên .,Tích cực 😄,,,
"không nhấn vào trọng tâm , giảng bài hơi khó tiếp thu .",Tiêu cực 😠,,,
giờ lên dạy .,Tích cực 😄,,,
hay đi trễ .,Tiêu cực 😠,,,
tập trung vào nghiên cứu phần kiến thức trọng tâm .,,Tích cực 😄,,
cô có tính cách năng động hòa đồng với học sinh .,Tích cực 😄,,,
số bài thực hành quá nhiều đối với một môn thực hành hình thức 2 .,,Tiêu cực 😠,,
"giảng dạy nhiệt tình , tận tâm với sinh viên , giảng dễ hiểu , tài liệu cung cấp luôn đầy đủ .",Tích cực 😄,,,
có bài tập thực hành hợp lý cho từng tuần và phù hợp với lý thuyết vừa học xong .,,Tích cực 😄,,
"thân thiện , nhiệt tình , hòa đồng , vui tính , đẹp trai .",Tích cực 😄,,,
thầy dạy rất thoải mái .,Tích cực 😄,,,
"cô rất tận tâm , hết mình với sinh viên .",Tích cực 😄,,,
"nhiệt tình , chia sẻ kinh nghiệm học tập .",Tích cực 😄,,,
có kiến thức cao .,,Tích cực 😄,,
"giảng viên tận tâm , thân thiện gần gũi .",Tích cực 😄,,,
"cô nói nhanh , liên tục nhiều khi em không thể nghe kịp .",Tiêu cực 😠,,,
không nên cho thi môn này .,,Tiêu cực 😠,,
dạy gì thi đó .,Tiêu cực 😠,,,
thầy rất nhiệt tâm .,Tích cực 😄,,,
"giảng viên luôn cố gắng liên hệ thực tế nhiều nhất có thể , giúp sinh viên hiểu hơn về thực tiễn hơn là chỉ tập trung vào lý thuyết của bài học .",Tích cực 😄,,,
giảng viên rất nhiệt tình trong giảng dạy cũng như giải đáp thắc mắc của sinh viên .,Tích cực 😄,,,
phòng học gần tòa nhà đang xây gây ảnh hưởng đến các bài nghe của môn học này .,,,Tiêu cực 😠,
"thầy dạy rất dễ hiểu , đơn giản sát với thực tế .",Tích cực 😄,,,
giảng viên nói rõ ràng .,Tích cực 😄,,,
"thầy dạy rất chất , em chưa thấy thầy nào dạy chính trị hay hơn thầy .",Tích cực 😄,,,
"dạy nhiệt tình , thân thiện .",Tích cực 😄,,,
dãy bàn chính giữa không có quạt .,,,Tiêu cực 😠,
thời gian học không đảm bảo .,,Tiêu cực 😠,,
"có nhiều hoạt động theo nhóm , tăng tính đoàn kết .",,,,
"thêm các phần ứng dụng của danh sách liên kết stack , queue và bảng băm .",,Tiêu cực 😠,,
"vui vẻ , nhiệt tình , tạo cơ hội cho sinh viên được gắn kết cũng như trau dồi kỹ năng nói tiếng anh nhiều hơn .",Tích cực 😄,,,
"em học không tốt , em nghỉ nhiều buổi thực hành , còn lý thuyết thì em khá vững .",,Tiêu cực 😠,,
dạy vui vẻ .,Tích cực 😄,,,
thầy nhiệt tình giảng dễ hiểu không nhàm chán .,Tích cực 😄,,,
thầy dạy ngắn gọn dễ hiểu .,Tích cực 😄,,,
thầy đi bài giảng hơi nhanh .,Tiêu cực 😠,,,
không tận tâm .,Tiêu cực 😠,,,
tạm ổn .,,,,
"thầy vui tính , nhiệt tình , trả lời mọi thắc mắc của sinh viên .",Tích cực 😄,,,
cách dạy của thầy em rất thích .,Tích cực 😄,,,
chưa kiểm soát được thời gian .,Tiêu cực 😠,,,
dạy chú trọng đến người học .,Tích cực 😄,,,
nên cung cấp tài liệu giải trắc nghiệm anh văn .,,Tiêu cực 😠,,
nếu làm chung với nhóm khác thì sẽ dẫn tới khác đề nên không hợp tác được .,Tiêu cực 😠,,,
đôi khi kẹt xe thầy lại trễ giờ .,Tiêu cực 😠,,,
"sự tận tâm , nhiệt tình trong giảng dạy của giảng viên .",Tích cực 😄,,,
"giáo viên giảng bài hay , thu hút .",Tích cực 😄,,,
giảng viên truyền đạt hiệu quả .,Tích cực 😄,,,
rất thực tế và cụ thể .,,,,
em rất hài lòng về phương pháp dạy này .,Tích cực 😄,,,
"thầy cần giảng giải cách làm đối với từng dạng bài nhiều hơn , rồi sau đó hãy cho nhiều bài tập .",Tiêu cực 😠,,,
"em nghĩ thầy nên nhiều bài tập hơn và gửi bài giảng qua courses , lập nhóm làm bài để chấm điểm như các lớp khác .",Tiêu cực 😠,,,
quạt trong phòng học chưa đáp ứng tốt .,,,Tiêu cực 😠,
thầy dạy hay và nhiệt tình .,Tích cực 😄,,,
"thầy dạy rất kỹ , rất chi tiết .",Tích cực 😄,,,
"cô dạy nhiệt tình , dễ hiểu , đảm bảo cho sinh viên hiểu rõ lý thuyết .",Tích cực 😄,,,
không triển khai slide bài giảng trên moodle .,,Tiêu cực 😠,,
"giảng viên giảng dạy nhiệt tình , tạo ra hoạt động vui nhộn .",Tích cực 😄,,,
phản hồi nhanh các thắc mắc của sinh viên .,Tích cực 😄,,,
có lẽ cô nên ra nhiều bài tập về nhà hơn cho các bạn trong lớp .,Tiêu cực 😠,,,
"em thấy có một số buổi học kéo dài , có buổi kéo dài tới gần 12h .",,Tiêu cực 😠,,
"thầy nói lan man khá nhiều , khiến sinh viên không biết đâu là phần nội dung chính .",Tiêu cực 😠,,,
"dạy tận tâm , nhiệt tình .",Tích cực 😄,,,
cho bài khó .,Tiêu cực 😠,,,
"cô dạy rất hay , chậm và kỹ càng , giúp chúng em hiểu sâu hơn về bài giảng .",Tích cực 😄,,,
buổi dạy của thầy hay bị gián đoạn .,Tiêu cực 😠,,,
bên cạnh việc giảng dạy thầy còn rất kể nhiều câu chuyện những chiêm nghiệm trong cuộc sống cho sinh viên nghe .,Tích cực 😄,,,
mong nhà trường sẽ có nhiều biện pháp để tăng cường thêm các trang thiết bị và cơ sở vật chất để phục vụ tốt hơn cho việc học tiếng anh của sinh viên .,,,Tiêu cực 😠,
giáo viên giảng dễ hiểu .,Tích cực 😄,,,
"giảng viên rất nhiệt tình , các kiến thức đều được đưa ra hợp lý dễ hiểu và nắm bắt .",Tích cực 😄,,,
bản thân sinh viên chưa từng gặp giảng viên này một lần nào trong khóa học .,Tiêu cực 😠,,,
"thầy sử dụng tốt hệ thống moodle để trao đổi với sinh viên và những giảng giải mang tính dễ hiểu , gần gũi với sinh viên .",Tích cực 😄,,,
phương pháp dạy giúp sinh viên tiếp thu dễ hơn .,Tích cực 😄,,,
cần tăng cường thêm nhiều bài tập vào nhiều tiết thực hành .,,Tiêu cực 😠,,
cô dạy rất tận tình dễ hiểu .,Tích cực 😄,,,
nhiều lúc thầy nói hơi nhanh .,Tiêu cực 😠,,,
"giáo viên dạy kỹ càng , dễ hiểu .",Tích cực 😄,,,
trang bị phòng thí nghiệm để hiểu rõ hơn về thực tế .,,,Tiêu cực 😠,
"dạy hay , vui vẻ và gần gũi với sinh viên .",Tích cực 😄,,,
"có nhiều vấn đề còn khó hiểu , khó tiếp cận .",,,,
giảng viên chưa thực sự chuẩn bị bài giảng chu đáo trong một số buổi học .,Tiêu cực 😠,,,
giờ học chưa đảm bảo .,,,,
phòng có máy điều hòa .,,,Tiêu cực 😠,
cô không cho đề trước khi thi .,Tiêu cực 😠,,,
"cô dạy rất nhiệt tình , luôn trao đổi trên lớp và trên website môn học .",Tích cực 😄,,,
phương pháp giảng dạy không nên phụ thuộc hoàn toàn vào việc thuyết trình của sinh viên .,Tiêu cực 😠,,,
"giảng viên tận tình , dạy minh họa dễ hiểu .",Tích cực 😄,,,
"giáo viên giảng dạy hay , dễ hiểu .",Tích cực 😄,,,
"ra bài tập thì thầy nên sửa , để chúng em đối chiếu kết quả .",Tiêu cực 😠,,,
cách giảng của thầy chưa thực sự hay và có nhiều sự chuẩn bị cho bài giảng bằng những tình huống thực tế .,Tiêu cực 😠,,,
"thầy dạy rất có tâm , chấm điểm rất chính xác .",Tích cực 😄,,,
"đưa slide , bài tập lên moodle để sinh viên tham khảo .",Tiêu cực 😠,,,
"giảng rất nhiệt tình , cố gắng quan sát sinh viên .",Tích cực 😄,,,
"nên cho bài tập theo hình thức file , thay vì chép bảng ( chỉ nên chép bảng bài học thôi ) .",,Tiêu cực 😠,,
giọng thầy hơi khó nghe .,Tiêu cực 😠,,,
"chương trình dạy quá cũ , chưa hợp lý .",Tiêu cực 😠,Tiêu cực 😠,,
em quen ngồi máy tính tìm hiểu hơn là học môn này buồn ngủ .,,,,
"điều này thật là "" ảo "" vì không sinh viên nào làm điều đó .",,,,
cô là giáo viên tận tâm nhất trong những người tận tâm nhất .,Tích cực 😄,,,
tăng cường kỹ năng nói nhiều hơn nữa .,,Tiêu cực 😠,,
"trang bị máy chiếu mới , loa và micro của phòng học , máy tính mới cho phòng lab .",,,Tiêu cực 😠,
giảng bài đôi khi hơi khó hiểu .,Tiêu cực 😠,,,
cô tận tình giải đáp thắc mắc .,Tích cực 😄,,,
"giảng dạy tận tình , bài tập hay .",Tích cực 😄,,,
các máy tính trong phòng lab nên cài đặt thêm phần mềm android studio để phục vụ việc thực hành môn này .,,,Tiêu cực 😠,
"nhiệt tình giải đáp những thắc mắc trên lớp , và qua trang web sinh viên .",Tích cực 😄,,,
cho làm nhiều bài kiểm tra hơn .,Tiêu cực 😠,,,
thầy tương đối khó trong việc nộp bài lab .,Tiêu cực 😠,,,
tài liệu đầy đủ .,,Tích cực 😄,,
chỉ dẫn tận tình cho sinh viên .,Tích cực 😄,,,
tích cực giúp đỡ sinh viên .,Tích cực 😄,,,
"giảng viên nhiệt tình , vui tính , có tâm .",Tích cực 😄,,,
cô phát âm kém và sai .,Tiêu cực 😠,,,
